Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	sample-01	sample-02	sample-03	sample-04	sample-05	sample-06	sample-07	sample-08	sample-09	sample-10	sample-11	sample-12	sample-13	sample-14	sample-15	sample-16
sp|P62829|RL23_HUMAN	P62829	RL23_HUMAN	RPL23	140	Homo sapiens OX=9606	60S ribosomal protein L23 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	6851909	6851909	6851909	10K(304.2071), 13C(57.0214), 18K(304.2071), 20K(304.2071), 2C(57.0214), 8K(304.2071), N-term(304.2071)			1071240.3906	3870.3363	4597.5465	11.2783	1.9948	0.0000	0.0000	31.0400	2.8013	105.1498	20.4635	41.1382	47.3690	943.2696	95.1765	31.9196
sp|P62834|RAP1A_HUMAN	P62834	RAP1A_HUMAN	RAP1A	184	Homo sapiens OX=9606	Ras-related protein Rap-1A 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	5	0	5	4100162	     0	3312091	11K(304.2071), 15K(304.2071), N-term(304.2071)			586174.7549	2160.1002	2208.1396	7.8461	0.9873	0.0000	0.0000	29.2522	9.0583	70.7449	24.5144	36.1187	43.0783	523.7254	92.2525	29.0656
sp|P62841|RS15_HUMAN	P62841	RS15_HUMAN	RPS15	145	Homo sapiens OX=9606	40S ribosomal protein S15 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	 70777	 70777	 70777	10M(15.9949), N-term(304.2071)			7468.8142	10.7150	0.0000	0.0000	0.0000	0.0000	0.0000	6.5068	0.0000	3.7460	1.6903	1.6887	3.5888	67.5146	2.4294	5.5753
sp|P62847|RS24_HUMAN	P62847	RS24_HUMAN	RPS24	133	Homo sapiens OX=9606	40S ribosomal protein S24 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	1539045	1539045	1539045	7K(304.2071), N-term(304.2071)			841510.0625	1931.6822	1880.4925	3.9822	0.3492	0.0000	0.0000	124.0679	9.5645	278.8454	65.5317	108.6475	135.0413	2778.7926	253.5069	82.0816
sp|P62851|RS25_HUMAN	P62851	RS25_HUMAN	RPS25	125	Homo sapiens OX=9606	40S ribosomal protein S25 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	17183897	17183897	17183897	9K(304.2071), N-term(304.2071)			2095490.3438	6501.2463	3927.7309	9.5357	0.5033	0.0000	0.0385	168.4594	17.4369	159.1037	76.0890	84.9997	106.6567	1814.6825	213.3877	68.3950
sp|P62854|RS26_HUMAN	P62854	RS26_HUMAN	RPS26	115	Homo sapiens OX=9606	40S ribosomal protein S26 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	4	4	1	4	13130346	7020770	13130346	13K(304.2071), 15K(304.2071), N-term(304.2071)			1372928.3867	4721.3417	3968.0317	10.6782	2.0917	0.0482	0.0000	100.1203	7.2170	125.1065	53.8386	50.2466	63.8932	1090.4182	93.1696	32.5945
sp|P62857|RS28_HUMAN	P62857	RS28_HUMAN	RPS28	69	Homo sapiens OX=9606	40S ribosomal protein S28 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	5489288	5489288	5489288	4M(15.9949), 7C(57.0214), N-term(304.2071)			298515.1382	1021.4648	782.0033	2.3406	0.0000	0.0000	0.0000	64.5298	3.9061	84.4036	26.5970	39.2570	39.2049	586.3786	49.1966	18.5364
sp|P62873|GBB1_HUMAN	P62873	GBB1_HUMAN	GNB1	340	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	5162082	2001853	2001853	2C(57.0214), N-term(304.2071)			56888.9922	219.4935	295.8737	1.2942	0.2669	0.0000	0.0000	9.1438	0.0000	11.0759	5.5224	6.3618	7.3887	98.1833	8.7346	7.7516
sp|P62879|GBB2_HUMAN	P62879	GBB2_HUMAN	GNB2	340	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	6	0	6	4498817	     0	4498817	10K(304.2071), 11K(304.2071), 11M(15.9949), 23K(304.2071), 3C(57.0214), N-term(304.2071)			803713.2383	2806.8972	3358.5491	10.9506	1.2334	0.0652	0.0000	182.7741	55.1569	340.3211	104.4385	161.0878	219.4929	1737.2929	306.3559	162.6659
sp|P62888|RL30_HUMAN	P62888	RL30_HUMAN	RPL30	115	Homo sapiens OX=9606	60S ribosomal protein L30 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	11875991	11875991	11875991	2C(57.0214), 8C(57.0214), N-term(304.2071)			1344166.9531	4903.7729	3634.0435	7.6726	1.3006	0.0000	0.0000	155.2863	10.3298	129.5369	82.9500	72.3368	75.8034	1197.7072	99.0917	39.5196
sp|P62899|RL31_HUMAN	P62899	RL31_HUMAN	RPL31	125	Homo sapiens OX=9606	60S ribosomal protein L31 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	30641885	30641885	30641885	10K(304.2071), 14K(304.2071), 2M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)			4406076.8955	12975.1736	11623.8087	31.5501	3.8778	0.3507	0.1382	198.5642	18.2971	259.0367	84.2404	130.6590	144.5209	3087.8263	255.9116	77.9603
sp|P62906|RL10A_HUMAN	P62906	RL10A_HUMAN	RPL10A	217	Homo sapiens OX=9606	60S ribosomal protein L10a 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	8	8	8	8872669	8872669	8872669	11M(15.9949), 12C(57.0214), 12K(304.2071), 13K(304.2071), 14K(304.2071), 16K(304.2071), 4C(57.0214), 7M(15.9949), 8K(304.2071), N-term(304.2071)			2279987.4141	8335.2863	7703.5920	26.0660	3.6776	0.1249	0.0320	281.1392	23.7819	344.2247	125.4296	151.3558	190.2293	2934.1929	298.7390	134.9208
sp|P62910|RL32_HUMAN	P62910	RL32_HUMAN	RPL32	135	Homo sapiens OX=9606	60S ribosomal protein L32 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	21181345	21181345	21181345	13K(304.2071), 3C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)			5222719.8750	16721.7285	12168.2412	34.9273	0.7503	0.0601	0.0361	223.2647	19.9509	316.1837	104.4817	142.5112	173.2703	3075.1418	296.6612	98.9254
sp|P62913|RL11_HUMAN	P62913	RL11_HUMAN	RPL11	178	Homo sapiens OX=9606	60S ribosomal protein L11 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	7	6	7	16417822	16417822	16417822	14K(304.2071), 22K(304.2071), 2C(57.0214), 6C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)			2204024.8125	7490.3866	6569.4210	17.0533	2.9660	0.0000	0.0000	71.5528	5.1204	163.1287	31.2593	64.0190	82.0229	1919.4021	188.1569	60.7553
sp|P62917|RL8_HUMAN	P62917	RL8_HUMAN	RPL8	257	Homo sapiens OX=9606	60S ribosomal protein L8 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	9	9	9	15405688	15405688	15405688	16K(304.2071), 18C(57.0214), 20K(304.2071), N-term(304.2071)			4048024.2188	14011.9576	10552.3343	27.8857	4.6767	0.1498	0.1398	815.3548	42.9230	636.4773	304.0626	334.0354	396.3013	5754.0709	518.3823	257.6736
sp|P62993|GRB2_HUMAN	P62993	GRB2_HUMAN	GRB2	217	Homo sapiens OX=9606	Growth factor receptor-bound protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	2770838	2770838	2770838	9K(304.2071), N-term(304.2071)			506771.0391	2086.0111	2000.6872	5.1887	0.9492	0.0000	0.0565	221.5458	109.8971	468.3365	144.0496	259.2302	381.5264	2137.1352	574.5700	268.6837
sp|P62995|TRA2B_HUMAN	P62995	TRA2B_HUMAN	TRA2B	288	Homo sapiens OX=9606	Transformer-2 protein homolog beta 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	5282929	5282929	5282929	7C(57.0214), 7K(304.2071), 8C(57.0214), N-term(304.2071)			738160.0254	2209.3059	1591.1479	4.7123	0.8086	0.0438	0.0000	78.3725	11.6417	79.9397	20.7339	31.5690	48.6411	527.5166	74.8727	42.5867
sp|P63000|RAC1_HUMAN	P63000	RAC1_HUMAN	RAC1	192	Homo sapiens OX=9606	Ras-related C3 botulinum toxin substrate 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	4	0	4	5723292	     0	5292626	4C(57.0214), 9K(304.2071), N-term(304.2071)			1105161.2578	3812.5115	2236.5892	7.0317	1.0937	0.0000	0.0299	98.5170	9.8499	79.3107	47.8096	67.6691	67.5568	801.8182	70.0067	59.5363
sp|P63010|AP2B1_HUMAN	P63010	AP2B1_HUMAN	AP2B1	937	Homo sapiens OX=9606	AP-2 complex subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	10	5	10	11	6	11	5025544	1987278	5025544	11K(304.2071), 2C(57.0214), 6C(57.0214), 7K(304.2071), 8K(304.2071), 9C(57.0214), N-term(304.2071)			1351511.5225	4577.2089	4193.3823	10.8437	0.8678	0.0000	0.0000	81.3055	13.2686	114.2334	37.5597	55.8739	68.3731	916.9182	81.8927	60.7408
sp|P63092|GNAS2_HUMAN	P63092	GNAS2_HUMAN	GNAS	394	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	4	0	4	1207930	     0	785403	10K(304.2071), 9K(304.2071), N-term(304.2071)		sp|Q5JWF2|GNAS1_HUMAN	271081.5352	877.3699	1113.8970	4.0289	0.6810	0.0000	0.0000	37.1783	5.9184	63.7869	13.8661	18.3574	40.7406	319.1290	43.5881	26.3058
sp|P63098|CANB1_HUMAN	P63098	CANB1_HUMAN	PPP3R1	170	Homo sapiens OX=9606	Calcineurin subunit B type 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	515653	269819	515653	14K(304.2071), 16K(304.2071), N-term(304.2071)			60062.0664	168.1191	375.7908	1.9241	0.0000	0.0000	0.0000	12.4742	1.3800	20.1398	5.0972	8.9072	11.7328	90.1665	9.3430	5.4260
sp|P63104|1433Z_HUMAN	P63104	1433Z_HUMAN	YWHAZ	245	Homo sapiens OX=9606	14-3-3 protein zeta/delta 	1:Experimental evidence at protein level	1.0000	0.9990	10	8	10	14	12	14	80823206	38107291	38107291	11K(304.2071), 12K(304.2071), 18K(304.2071), 19K(304.2071), 2M(15.9949), 3C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)			6089673.0942	18156.3010	22798.9684	54.1472	7.3104	0.0523	0.0000	371.8598	28.0550	570.4375	193.9467	201.6408	422.9898	5622.9330	361.2279	212.5456
sp|P63151|2ABA_HUMAN	P63151	2ABA_HUMAN	PPP2R2A	447	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	1541440	483164	1541440	12K(304.2071), N-term(304.2071)			315448.3438	1075.7488	1298.7867	3.6629	0.7427	0.0000	0.0000	23.3559	3.4293	41.8120	12.8496	21.8459	22.3734	208.9854	30.2731	18.4529
sp|P63173|RL38_HUMAN	P63173	RL38_HUMAN	RPL38	70	Homo sapiens OX=9606	60S ribosomal protein L38 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	10277202	10277202	10277202	10K(304.2071), N-term(304.2071)			1418235.1250	4536.6644	3210.3510	9.5545	0.5993	0.0000	0.0000	79.5755	3.3690	61.4369	25.7556	33.2916	39.0291	893.0157	63.9781	30.3851
sp|P63208|SKP1_HUMAN	P63208	SKP1_HUMAN	SKP1	163	Homo sapiens OX=9606	S-phase kinase-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	4168751	4168751	4168751	13K(304.2071), 14K(304.2071), 5C(57.0214), 7C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			958456.8691	3239.4291	2810.5406	7.7116	1.2018	0.0000	0.0000	50.1782	3.8960	99.6178	22.3255	30.9801	49.8624	674.3193	52.0885	35.7070
sp|P63218|GBG5_HUMAN	P63218	GBG5_HUMAN	GNG5	68	Homo sapiens OX=9606	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	3388478	3388478	3388478	10K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071), N-term(42.0106)			592222.0879	1971.3090	1888.4574	5.0242	0.9496	0.0000	0.0000	68.8505	5.0226	98.5518	20.0482	29.5777	35.6680	610.1331	56.6467	27.2240
sp|P63241|IF5A1_HUMAN	P63241	IF5A1_HUMAN	EIF5A	154	Homo sapiens OX=9606	Eukaryotic translation initiation factor 5A-1 	1:Experimental evidence at protein level	1.0000	0.9990	9	2	9	13	5	13	42350838	10550553	42350838	12K(304.2071), 12M(15.9949), 15M(15.9949), 18K(304.2071), 1K(304.2071), 24K(304.2071), 3C(57.0214), 4M(15.9949), 6C(57.0214), 7K(304.2071), 8K(304.2071), N-term(304.2071)			5148945.0908	16928.8932	11972.6983	33.5770	2.7881	0.0680	0.0000	120.6846	9.6742	233.0812	48.0688	90.7749	137.8607	2810.5762	275.2565	70.9976
sp|P63244|RACK1_HUMAN	P63244	RACK1_HUMAN	RACK1	317	Homo sapiens OX=9606	Receptor of activated protein C kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	16	16	16	19493276	19493276	19493276	12K(304.2071), 13K(304.2071), 14C(57.0214), 15C(57.0214), 4C(57.0214), 5M(15.9949), 6C(57.0214), 7C(57.0214), 7K(304.2071), 8C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)			3540238.9473	12119.5268	8996.1845	17.1804	2.7890	0.0891	0.0000	464.9545	12.3608	417.8791	208.9898	214.7474	258.5932	3595.9708	351.8523	151.5365
sp|P63261|ACTG_HUMAN	P63261	ACTG_HUMAN	ACTG1	375	Homo sapiens OX=9606	Actin, cytoplasmic 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	5	5	5	492846768	3780885	3780885	15M(15.9949), 16C(57.0214), 17K(304.2071), N-term(42.0106)			512025.9688	1867.7264	2425.6622	6.3887	0.7581	0.0000	0.0000	54.3453	4.5448	62.1935	27.4072	34.2000	41.8589	882.2783	60.6999	28.0528
sp|P67775|PP2AA_HUMAN	P67775	PP2AA_HUMAN	PPP2CA	309	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform 	1:Experimental evidence at protein level	1.0000	0.9990	7	1	7	9	1	9	3611300	1198550	3611300	12C(57.0214), 13K(304.2071), 8K(304.2071), N-term(304.2071)			911503.2617	3185.8769	2755.5275	9.7925	0.8474	0.0439	0.0000	76.8127	7.3590	113.9307	36.3248	37.8516	57.1795	730.9440	73.6812	47.9841
sp|P67809|YBOX1_HUMAN	P67809	YBOX1_HUMAN	YBX1	324	Homo sapiens OX=9606	Y-box-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	7	10	10	7	10	11236763	3381149	11236763	11K(304.2071), 14K(304.2071), 14M(15.9949), 17K(304.2071), 19K(304.2071), N-term(304.2071)			1181744.8892	7088.7151	4737.3220	23.8168	1.7256	0.0000	0.0000	245.3058	6.6912	209.4962	97.5880	80.6346	99.1898	1475.7120	133.0334	57.5320
sp|P67870|CSK2B_HUMAN	P67870	CSK2B_HUMAN	CSNK2B	215	Homo sapiens OX=9606	Casein kinase II subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	2712736	2712736	2712736	16K(304.2071), 6C(57.0214), 9C(57.0214), N-term(304.2071)			578004.0781	1696.2384	2563.3490	5.8129	1.0125	0.1239	0.0000	268.7994	28.4127	530.8734	119.9565	193.7717	303.3836	5603.7222	535.7360	249.6162
sp|P67936|TPM4_HUMAN	P67936	TPM4_HUMAN	TPM4	248	Homo sapiens OX=9606	Tropomyosin alpha-4 chain 	1:Experimental evidence at protein level	1.0000	0.9990	8	4	8	8	4	8	34001726	6348744	7655645	10K(304.2071), 19C(57.0214), 1C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071), N-term(42.0106)			1892137.2500	5788.4777	2869.3788	7.1780	0.0000	0.1572	0.0000	202.2979	11.7987	411.1072	99.7974	108.5824	159.6638	3077.0882	166.1190	97.4753
sp|P68036|UB2L3_HUMAN	P68036	UB2L3_HUMAN	UBE2L3	154	Homo sapiens OX=9606	Ubiquitin-conjugating enzyme E2 L3 	1:Experimental evidence at protein level	1.0000	0.9990	5	1	5	5	1	5	7748758	1796183	7748758	14K(304.2071), 4C(57.0214), 7K(304.2071), 9K(304.2071), N-term(304.2071)			1140925.7578	3863.1714	4320.3745	12.0289	1.7024	0.0000	0.0484	86.5782	25.3423	208.8266	56.2212	115.4488	131.1351	1158.6764	223.3369	86.0614
sp|P68104|EF1A1_HUMAN	P68104	EF1A1_HUMAN	EEF1A1	462	Homo sapiens OX=9606	Elongation factor 1-alpha 1 	1:Experimental evidence at protein level	1.0000	0.9990	21	0	21	35	0	35	228703276	     0	228703276	10K(304.2071), 11C(57.0214), 11K(304.2071), 12K(304.2071), 13K(304.2071), 15K(304.2071), 17K(304.2071), 1K(304.2071), 1M(15.9949), 29K(304.2071), 2M(15.9949), 3C(57.0214), 3M(15.9949), 5M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)		sp|Q5VTE0|EF1A3_HUMAN	24361195.4287	83644.1314	61230.0340	200.4824	16.3047	0.9043	0.1705	2118.3317	124.1055	2879.7200	908.7690	1227.0118	1563.5607	35102.6713	3184.5666	1228.7271
sp|P68366|TBA4A_HUMAN	P68366	TBA4A_HUMAN	TUBA4A	448	Homo sapiens OX=9606	Tubulin alpha-4A chain 	1:Experimental evidence at protein level	1.0000	0.9990	18	3	18	28	4	28	138694720	8811062	138694720	11M(15.9949), 12K(304.2071), 13K(304.2071), 14C(57.0214), 15C(57.0214), 16K(304.2071), 18K(304.2071), 20K(304.2071), 22M(15.9949), 24K(304.2071), 3C(57.0214), 3M(15.9949), 4M(15.9949), 7K(304.2071), 8C(57.0214), 8K(304.2071), N-term(304.2071)			8755925.0713	32561.4894	24822.0082	81.9457	6.1720	0.2200	0.0339	930.1289	71.0652	1599.9800	442.8400	444.8915	709.5179	10158.3006	714.5579	405.2355
sp|P68371|TBB4B_HUMAN	P68371	TBB4B_HUMAN	TUBB4B	445	Homo sapiens OX=9606	Tubulin beta-4B chain 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	6	0	6	48759363	     0	14431307	10C(57.0214), 11M(15.9949), 15K(304.2071), 17K(304.2071), N-term(304.2071)			1434641.4219	4980.9467	6141.9080	19.2040	2.2261	0.0460	0.0000	40.0543	6.1550	80.7075	17.7121	36.9413	48.7791	527.1820	64.5957	30.7937
sp|P68400|CSK21_HUMAN	P68400	CSK21_HUMAN	CSNK2A1	391	Homo sapiens OX=9606	Casein kinase II subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	3	0	3	1849892	     0	1849892	15K(304.2071), N-term(304.2071)			140035.6641	488.7975	747.6906	2.9485	1.2857	0.0000	0.0000	27.1736	2.7586	22.7635	10.4061	10.9870	13.2829	188.9566	18.6139	13.8842
sp|P68431|H31_HUMAN	P68431	H31_HUMAN	H3C1	136	Homo sapiens OX=9606	Histone H3.1 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	3	0	3	39940542	     0	9143302	7K(304.2071), 9K(304.2071), N-term(304.2071)			1079739.3330	3308.4065	2275.4170	5.2727	2.4992	0.1695	0.0954	195.8761	166.0932	1984.2546	149.2751	261.4070	744.9726	6543.3780	1538.8809	442.7944
sp|P78330|SERB_HUMAN	P78330	SERB_HUMAN	PSPH	225	Homo sapiens OX=9606	Phosphoserine phosphatase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	655682	655682	655682	N-term(42.0106)			48209.7988	148.3014	384.8246	1.2854	0.5697	0.1090	0.1345	154.6035	20.0870	239.9201	67.7317	84.8499	113.1298	1484.3454	178.3736	72.1796
sp|P78344|IF4G2_HUMAN	P78344	IF4G2_HUMAN	EIF4G2	907	Homo sapiens OX=9606	Eukaryotic translation initiation factor 4 gamma 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	783901	783901	783901	10K(304.2071), 11K(304.2071), 13K(304.2071), 2C(57.0214), 9K(304.2071), N-term(304.2071)			258638.5547	858.2236	1023.1108	2.2303	0.3393	0.0000	0.0803	23.0632	3.0406	43.4307	11.2957	8.7854	21.7159	311.6324	44.9504	22.9689
sp|P78347|GTF2I_HUMAN	P78347	GTF2I_HUMAN	GTF2I	998	Homo sapiens OX=9606	General transcription factor II-I 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	280916	280916	280916	12K(304.2071), N-term(304.2071)			115550.4375	383.0486	787.6926	1.7072	0.9467	0.0000	0.0000	8.8399	1.0199	12.7197	3.7065	2.9117	6.3042	69.1996	7.1725	5.2571
sp|P78371|TCPB_HUMAN	P78371	TCPB_HUMAN	CCT2	535	Homo sapiens OX=9606	T-complex protein 1 subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	12	12	12513240	12513240	12513240	10K(304.2071), 11K(304.2071), 12K(304.2071), 19K(304.2071), 20K(304.2071), 5C(57.0214), 6M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071), N-term(42.0106)			2386836.1289	8897.2274	7083.5651	19.7947	3.1974	0.0507	0.0000	281.1006	14.6559	206.5315	93.2000	115.0315	145.7914	2397.9282	226.2678	108.8669
sp|P78406|RAE1L_HUMAN	P78406	RAE1L_HUMAN	RAE1	368	Homo sapiens OX=9606	mRNA export factor 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	852805	852805	852805	N-term(304.2071)			97234.8984	262.4613	366.1554	0.5733	0.2665	0.0000	0.0000	8.4564	1.6582	6.3586	3.5964	4.1332	3.5862	84.0444	3.5817	4.7234
sp|P81605|DCD_HUMAN	P81605	DCD_HUMAN	DCD	110	Homo sapiens OX=9606	Dermcidin 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	23822725	23822725	23822725	N-term(304.2071)			4764.8064	12.6740	0.0000	0.0000	0.0000	1.1747	0.1218	3424.5504	5.8003	23.0550	16.3770	0.0000	9.6803	108.8298	9.3029	6.1541
sp|P82979|SARNP_HUMAN	P82979	SARNP_HUMAN	SARNP	210	Homo sapiens OX=9606	SAP domain-containing ribonucleoprotein 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	1251420	1251420	1251420	10K(304.2071), N-term(304.2071)			84124.6641	286.9092	364.7850	0.0000	0.3930	0.0000	0.0000	14.8367	2.3137	18.9612	5.9988	10.0170	15.9407	90.7289	17.5193	10.7898
sp|P83731|RL24_HUMAN	P83731	RL24_HUMAN	RPL24	157	Homo sapiens OX=9606	60S ribosomal protein L24 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4238013	4238013	4238013	10K(304.2071), 13K(304.2071), 1C(57.0214), 4C(57.0214), 8K(304.2071), N-term(304.2071)			629740.2266	2136.5489	1448.5344	2.9666	0.0000	0.0000	0.0000	32.3181	4.9469	65.8799	14.1250	23.0475	30.6307	541.2849	66.6292	19.5068
sp|P83881|RL36A_HUMAN	P83881	RL36A_HUMAN	RPL36A	106	Homo sapiens OX=9606	60S ribosomal protein L36a 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	4	1	4	7093108	1651928	7093108	3C(57.0214), 8C(57.0214), 8K(304.2071), N-term(304.2071)			1404490.6672	4651.2633	3031.5683	8.3797	0.3532	0.0000	0.0000	56.7727	3.3873	104.6861	20.6895	32.3922	45.2181	1032.6144	95.6565	33.9032
sp|P83916|CBX1_HUMAN	P83916	CBX1_HUMAN	CBX1	185	Homo sapiens OX=9606	Chromobox protein homolog 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	973210	973210	973210	17C(57.0214), 17K(304.2071), 1K(304.2071), 29K(304.2071), N-term(304.2071)			143312.2695	499.9425	695.6924	0.6268	0.2678	0.0000	0.0000	22.0485	4.8197	39.9454	16.2373	26.9192	36.4652	272.1495	45.4904	21.9806
sp|P84085|ARF5_HUMAN	P84085	ARF5_HUMAN	ARF5	180	Homo sapiens OX=9606	ADP-ribosylation factor 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	17140418	3103701	3103701	10K(304.2071), 14K(304.2071), 3C(57.0214), N-term(304.2071)			331513.7969	1071.4268	1825.2846	4.4938	1.1632	0.0401	0.0000	28.0117	3.0130	51.9491	19.4019	18.1449	24.4202	537.9916	37.1737	22.1590
sp|P84090|ERH_HUMAN	P84090	ERH_HUMAN	ERH	104	Homo sapiens OX=9606	Enhancer of rudimentary homolog 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	7238900	7238900	7238900	11K(304.2071), N-term(304.2071), N-term(42.0106)			498326.9531	2013.9453	2054.1448	6.0372	0.2919	0.0000	0.0000	26.0020	5.9203	36.6505	9.6262	13.6280	15.9707	176.3249	22.3018	8.9162
sp|P84095|RHOG_HUMAN	P84095	RHOG_HUMAN	RHOG	191	Homo sapiens OX=9606	Rho-related GTP-binding protein RhoG 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	1926297	549479	549479	17K(304.2071), N-term(304.2071)			77139.1172	193.5801	336.2048	1.0579	0.0000	0.0000	0.0000	6.2090	1.1334	9.0206	3.3941	2.0471	0.0000	70.3894	7.0627	0.0000
sp|P84098|RL19_HUMAN	P84098	RL19_HUMAN	RPL19	196	Homo sapiens OX=9606	60S ribosomal protein L19 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	10858658	10858658	10858658	2M(15.9949), 9K(304.2071), N-term(304.2071)			1619337.8760	4897.0678	2802.6541	6.8784	1.8320	0.1207	0.0000	253.9528	14.7566	208.0958	96.4878	122.7276	122.4242	1706.6163	171.2647	107.1105
sp|P84103|SRSF3_HUMAN	P84103	SRSF3_HUMAN	SRSF3	164	Homo sapiens OX=9606	Serine/arginine-rich splicing factor 3 	1:Experimental evidence at protein level	1.0000	0.9990	6	5	6	7	6	7	10143924	7487744	10143924	12K(304.2071), 3C(57.0214), 7C(57.0214), 8K(304.2071), N-term(304.2071)			1332199.2070	4286.0113	2813.3457	8.4054	1.8367	0.0649	0.0621	126.6875	14.1838	196.2919	49.2300	59.7573	93.1841	1892.8497	133.4398	63.6806
sp|P84243|H33_HUMAN	P84243	H33_HUMAN	H3-3A	136	Homo sapiens OX=9606	Histone H3.3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	39940542	207027	207027	27C(57.0214), 32K(304.2071), N-term(304.2071)			13545.5962	14.6697	40.4752	0.0000	0.0000	0.0000	0.0000	5.7172	1.3886	38.6486	2.3786	6.6211	23.9301	115.0158	20.9464	19.6533
